,Date,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
343,2016-09-03 00:00:00+00:00,XBTUSD,569.23,575.49,563.54,575.44,576,1093275,569.5442,1000,191957034624,1919.57034624,1093275.0
344,2016-09-04 00:00:00+00:00,XBTUSD,575.44,605.41,571.96,596.34,1363,2754844,591.8315,1,465479013325,4654.790133250006,2754844.0
345,2016-09-05 00:00:00+00:00,XBTUSD,596.34,614.12,594.05,610.84,1990,3190670,605.1218,50,527278261573,5272.782615730001,3190670.0
346,2016-09-06 00:00:00+00:00,XBTUSD,610.84,610.96,599.08,608.04,1105,1415341,604.5182,3000,234128382990,2341.2838299000005,1415341.0
347,2016-09-07 00:00:00+00:00,XBTUSD,608.04,611.89,603.29,609.94,1076,1263034,608.6094,500,207528317334,2075.2831733400117,1263034.0
348,2016-09-08 00:00:00+00:00,XBTUSD,609.94,614.39,606.18,613.2,934,1917428,611.0079,500,313815441905,3138.1544190500063,1917428.0
349,2016-09-09 00:00:00+00:00,XBTUSD,613.2,631.54,610.91,625.19,1714,2856334,624.3405,1,457497611518,4574.976115180014,2856334.0
350,2016-09-10 00:00:00+00:00,XBTUSD,625.19,627.25,615.54,622.28,1096,1790037,620.2204,500,288614267231,2886.142672310003,1790037.0
351,2016-09-11 00:00:00+00:00,XBTUSD,622.28,625.21,621.26,622.63,532,840485,623.15,1865,134877049062,1348.7704906199986,840485.0
352,2016-09-12 00:00:00+00:00,XBTUSD,622.63,632.01,586.41,603.3,2289,4137372,606.8035,198,681832188861,6818.321888609986,4137372.0
353,2016-09-13 00:00:00+00:00,XBTUSD,603.3,606.92,599.0,606.23,1007,2041191,602.3443,3295,338875267293,3388.752672930005,2041191.0
354,2016-09-14 00:00:00+00:00,XBTUSD,606.23,608.93,602.78,605.46,635,1057732,605.9431,3000,174560121451,1745.601214509996,1057732.0
355,2016-09-15 00:00:00+00:00,XBTUSD,605.46,608.0,604.18,607.63,330,493421,606.5606,532,81347524158,813.4752415800009,493421.0
356,2016-09-16 00:00:00+00:00,XBTUSD,607.63,607.62,601.69,605.02,296,424104,605.8476,1437,70002103383,700.0210338299995,424104.0
357,2016-09-17 00:00:00+00:00,XBTUSD,605.02,610.0,597.04,604.91,1375,1858554,605.3709,2512,307012538786,3070.125387860009,1858554.0
358,2016-09-18 00:00:00+00:00,XBTUSD,604.91,605.56,601.46,604.19,276,395907,603.5586,3000,65595480153,655.95480153,395907.0
359,2016-09-19 00:00:00+00:00,XBTUSD,604.19,608.8,603.58,607.99,405,337130,606.6489,100,55572621678,555.7262167799996,337130.0
360,2016-09-20 00:00:00+00:00,XBTUSD,607.99,609.63,604.08,607.26,418,641488,606.9803,6670,105685175309,1056.8517530899992,641488.0
361,2016-09-21 00:00:00+00:00,XBTUSD,607.26,608.83,593.91,595.59,485,842449,605.0558,100,139234983705,1392.349837050001,842449.0
362,2016-09-22 00:00:00+00:00,XBTUSD,595.59,596.0,580.53,594.51,1187,2047206,592.3995,515,345580547356,3455.8054735599844,2047206.0
363,2016-09-23 00:00:00+00:00,XBTUSD,594.51,596.5,593.06,594.39,501,704756,594.5763,15000,118530820814,1185.3082081400014,704756.0
364,2016-09-24 00:00:00+00:00,XBTUSD,594.39,606.4,591.6,600.57,745,1295341,598.971,500,216262120785,2162.6212078499966,1295341.0
365,2016-09-25 00:00:00+00:00,XBTUSD,600.57,603.01,598.6,599.87,426,409338,600.7666,13032,68136097583,681.3609758300016,409338.0
366,2016-09-26 00:00:00+00:00,XBTUSD,599.87,601.11,595.23,598.71,356,365891,598.5945,600,61125143860,611.2514386000005,365891.0
367,2016-09-27 00:00:00+00:00,XBTUSD,598.71,609.88,595.67,607.49,686,1097555,604.4999,60,181564217154,1815.6421715400022,1097555.0
368,2016-09-28 00:00:00+00:00,XBTUSD,607.49,608.98,600.9,604.0,630,953708,604.2479,45960,157834263355,1578.342633550002,953708.0
369,2016-09-29 00:00:00+00:00,XBTUSD,604.0,604.0,601.25,603.09,165,231622,602.6819,91,38431883665,384.31883665000015,231622.0
370,2016-09-30 00:00:00+00:00,XBTUSD,603.09,607.34,602.26,604.59,402,503374,604.5547,100,83263754621,832.6375462099995,503374.0
371,2016-10-01 00:00:00+00:00,XBTUSD,604.59,610.46,603.09,609.6,589,1156523,605.4515,1000,191018625492,1910.1862549199984,1156523.0
372,2016-10-02 00:00:00+00:00,XBTUSD,609.6,619.99,609.41,612.18,1161,1787145,613.369,363,291367026263,2913.670262629997,1787145.0
373,2016-10-03 00:00:00+00:00,XBTUSD,612.18,612.63,605.07,609.98,802,1080404,608.4131,311,177578127075,1775.781270749999,1080404.0
374,2016-10-04 00:00:00+00:00,XBTUSD,609.98,612.2,608.56,611.74,334,375677,610.687,100,61517170722,615.1717072200004,375677.0
375,2016-10-05 00:00:00+00:00,XBTUSD,611.74,611.98,605.65,608.26,382,557672,607.9877,100,91724646424,917.2464642399993,557672.0
376,2016-10-06 00:00:00+00:00,XBTUSD,608.26,613.1,607.45,609.78,591,931341,610.441,100,152569193996,1525.6919399600013,931341.0
377,2016-10-07 00:00:00+00:00,XBTUSD,609.78,610.52,607.9,609.61,503,718470,608.9578,400,117983986428,1179.8398642799982,718470.0
378,2016-10-08 00:00:00+00:00,XBTUSD,609.61,616.37,608.75,615.07,1021,1388344,613.3765,99,226344962707,2263.449627070009,1388344.0
379,2016-10-09 00:00:00+00:00,XBTUSD,615.07,618.71,613.88,615.25,668,1039133,615.6688,500,168781940946,1687.8194094599987,1039133.0
380,2016-10-10 00:00:00+00:00,XBTUSD,615.25,615.51,610.28,613.4,655,1172197,612.3774,2850,191417539698,1914.1753969800016,1172197.0
381,2016-10-11 00:00:00+00:00,XBTUSD,613.4,617.51,610.0,617.51,1326,2129096,614.6508,4000,346392867035,3463.9286703499906,2129096.0
382,2016-10-12 00:00:00+00:00,XBTUSD,617.51,643.23,614.92,637.92,2616,5811167,632.2271,2100,919161805608,9191.61805607998,5811167.0
383,2016-10-13 00:00:00+00:00,XBTUSD,637.92,639.19,630.43,632.88,1496,3878280,634.1958,5700,611527934827,6115.279348269995,3878280.0
384,2016-10-14 00:00:00+00:00,XBTUSD,632.88,637.01,631.17,635.0,1243,3309571,634.8642,280,521305189834,5213.051898339994,3309571.0
385,2016-10-15 00:00:00+00:00,XBTUSD,635.0,642.0,632.44,638.72,2315,3752988,636.598,1467,589538276393,5895.382763930001,3752988.0
386,2016-10-16 00:00:00+00:00,XBTUSD,638.72,641.02,632.83,634.34,1924,2163074,637.6656,3890,339217837748,3392.178377479972,2163074.0
387,2016-10-17 00:00:00+00:00,XBTUSD,634.34,640.26,633.24,638.82,1110,1937159,637.7754,150,303737801533,3037.3780153300063,1937159.0
388,2016-10-18 00:00:00+00:00,XBTUSD,638.82,639.9,633.58,635.32,741,1346687,635.9786,10,211750776590,2117.5077658999953,1346687.0
389,2016-10-19 00:00:00+00:00,XBTUSD,635.32,637.47,631.41,634.79,921,1079271,634.6426,300,170060447749,1700.6044774899976,1079271.0
390,2016-10-20 00:00:00+00:00,XBTUSD,634.79,635.31,622.22,626.67,1264,2232821,626.535,200,356377501433,3563.775014330001,2232821.0
391,2016-10-21 00:00:00+00:00,XBTUSD,626.67,628.57,622.4,627.32,518,1214049,626.4447,150,193800572181,1938.005721810001,1214049.0
392,2016-10-22 00:00:00+00:00,XBTUSD,627.32,630.62,626.07,629.2,545,1587562,628.7331,3871,252501877742,2525.018777419999,1587562.0
393,2016-10-23 00:00:00+00:00,XBTUSD,629.2,665.95,629.0,657.32,3035,4849431,648.5253,7000,747767008916,7477.670089160008,4849431.0
394,2016-10-24 00:00:00+00:00,XBTUSD,657.32,682.56,645.51,651.54,1242,3832454,655.029,3000,585082978983,5850.82978983,3832454.0
395,2016-10-25 00:00:00+00:00,XBTUSD,651.54,651.67,645.25,647.1,977,2492365,648.7567,100,384177774847,3841.777748469998,2492365.0
396,2016-10-26 00:00:00+00:00,XBTUSD,647.1,665.98,634.38,653.44,2365,4268765,652.3285,1000,654391770301,6543.917703010004,4268765.0
397,2016-10-27 00:00:00+00:00,XBTUSD,653.44,677.84,652.88,675.4,2700,4231385,667.4676,1850,633949179375,6339.491793749997,4231385.0
398,2016-10-28 00:00:00+00:00,XBTUSD,675.4,686.81,672.04,686.44,1833,4428027,680.7723,2400,650445945869,6504.459458689999,4428027.0
399,2016-10-29 00:00:00+00:00,XBTUSD,686.44,689.2,675.66,686.69,1438,3260008,684.2988,2000,476404301943,4764.043019430014,3260008.0
400,2016-10-30 00:00:00+00:00,XBTUSD,686.69,721.05,685.5,708.79,2866,7816582,707.674,2000,1104548453995,11045.484539950005,7816582.0
401,2016-10-31 00:00:00+00:00,XBTUSD,708.79,709.69,686.5,697.46,2246,8338811,699.5355,15000,1192057788669,11920.577886689993,8338811.0
402,2016-11-01 00:00:00+00:00,XBTUSD,697.46,707.33,678.19,697.0,1805,4765620,697.5836,10,683161304086,6831.613040859996,4765620.0
403,2016-11-02 00:00:00+00:00,XBTUSD,697.0,747.0,697.01,732.37,3421,9145077,727.7861,3875,1256564960417,12565.649604170032,9145077.0
404,2016-11-03 00:00:00+00:00,XBTUSD,732.37,755.0,719.9,747.56,2638,4490739,730.0762,1,615109083845,6151.090838449978,4490739.0
405,2016-11-04 00:00:00+00:00,XBTUSD,747.56,751.85,659.0,684.5,8824,18721932,713.7198,995,2623152355437,26231.523554369858,18721932.0
406,2016-11-05 00:00:00+00:00,XBTUSD,684.5,707.47,679.76,700.06,5015,6358036,695.7683,100,913817583922,9138.175839219988,6358036.0
407,2016-11-06 00:00:00+00:00,XBTUSD,700.06,707.47,693.77,701.45,2193,2644738,700.5352,1,377532237502,3775.322375020021,2644738.0
408,2016-11-07 00:00:00+00:00,XBTUSD,701.45,719.15,687.0,709.1,3850,6147766,704.9999,13163,872028832238,8720.288322379958,6147766.0
409,2016-11-08 00:00:00+00:00,XBTUSD,709.1,709.31,696.75,701.34,2007,2480274,702.6962,999,352967615422,3529.676154220011,2480274.0
410,2016-11-09 00:00:00+00:00,XBTUSD,701.34,713.0,699.61,709.0,1860,3309053,706.8636,293,468133266662,4681.332666620001,3309053.0
411,2016-11-10 00:00:00+00:00,XBTUSD,709.0,739.0,708.0,722.63,4668,11989712,728.0193,1500,1646896596702,16468.96596701997,11989712.0
412,2016-11-11 00:00:00+00:00,XBTUSD,722.63,723.72,710.25,714.02,2145,4378648,714.1786,1000,613104113507,6131.041135069999,4378648.0
413,2016-11-12 00:00:00+00:00,XBTUSD,714.02,718.5,710.51,718.5,1986,3512459,714.7094,1883,491454558819,4914.545588190026,3512459.0
414,2016-11-13 00:00:00+00:00,XBTUSD,718.5,721.94,699.73,704.53,1544,2887101,709.5016,500,406920847314,4069.208473139994,2887101.0
415,2016-11-14 00:00:00+00:00,XBTUSD,704.53,704.5,679.84,700.11,2385,5153879,692.6215,1,744115913183,7441.159131830003,5153879.0
416,2016-11-15 00:00:00+00:00,XBTUSD,700.11,707.04,699.06,705.92,1100,2156250,703.0767,4605,306687957360,3066.8795736000047,2156250.0
417,2016-11-16 00:00:00+00:00,XBTUSD,705.92,717.89,705.0,712.0,1963,2616519,712.8193,3500,367067340338,3670.6734033800126,2616519.0
418,2016-11-17 00:00:00+00:00,XBTUSD,712.0,763.0,708.79,746.59,4988,10650191,738.1599,500,1442804576215,14428.045762149968,10650191.0
419,2016-11-18 00:00:00+00:00,XBTUSD,746.59,757.82,736.0,738.88,4180,7566231,745.6288,14,1014750389250,10147.503892499897,7566231.0
420,2016-11-19 00:00:00+00:00,XBTUSD,738.88,754.06,733.0,752.6,2253,4739459,745.5787,1440,635678935277,6356.789352769994,4739459.0
421,2016-11-20 00:00:00+00:00,XBTUSD,752.6,764.12,730.02,750.0,2731,7697704,747.9823,2500,1029129888547,10291.298885470012,7697704.0
422,2016-11-21 00:00:00+00:00,XBTUSD,750.0,755.7,706.0,726.23,4854,10064329,729.3414,2160,1379924272951,13799.242729509988,10064329.0
423,2016-11-22 00:00:00+00:00,XBTUSD,726.23,738.94,724.63,735.82,1879,3832062,732.7296,46,522986013041,5229.860130409997,3832062.0
424,2016-11-23 00:00:00+00:00,XBTUSD,735.82,754.84,732.16,751.57,2020,4912893,746.5807,9500,658055888130,6580.55888130001,4912893.0
425,2016-11-24 00:00:00+00:00,XBTUSD,751.57,753.2,730.0,740.47,2499,5425369,739.7106,19119,733445089819,7334.450898189979,5425369.0
426,2016-11-25 00:00:00+00:00,XBTUSD,740.47,744.0,722.0,735.36,3262,6100525,733.2615,2000,831972343357,8319.723433570003,6100525.0
427,2016-11-26 00:00:00+00:00,XBTUSD,735.36,737.66,723.0,737.4,2190,5338231,731.6466,1500,729622254642,7296.222546420002,5338231.0
428,2016-11-27 00:00:00+00:00,XBTUSD,737.4,738.64,721.63,729.5,1813,3342078,729.8151,25000,457936490814,4579.364908139999,3342078.0
429,2016-11-28 00:00:00+00:00,XBTUSD,729.5,735.0,724.0,727.66,1662,3745555,729.6341,1000,513350123047,5133.501230470008,3745555.0
430,2016-11-29 00:00:00+00:00,XBTUSD,727.66,732.82,727.7,731.63,1308,2270663,730.5936,333,310798846752,3107.988467520001,2270663.0
431,2016-11-30 00:00:00+00:00,XBTUSD,731.63,732.6,727.14,731.02,1583,1612631,730.5509,415,220742177815,2207.4217781499983,1612631.0
432,2016-12-01 00:00:00+00:00,XBTUSD,731.02,745.7,730.04,742.41,2032,3077042,739.842,10,415908339671,4159.083396709985,3077042.0
433,2016-12-02 00:00:00+00:00,XBTUSD,742.41,756.51,741.88,753.8,2325,4256204,751.6536,480,566246250300,5662.462502999998,4256204.0
434,2016-12-03 00:00:00+00:00,XBTUSD,753.8,780.21,753.65,773.0,4277,9347994,769.3195,200,1215106637436,12151.066374360033,9347994.0
435,2016-12-04 00:00:00+00:00,XBTUSD,773.0,773.01,757.14,763.7,1897,3567591,763.1491,25,467484725198,4674.847251980012,3567591.0
436,2016-12-05 00:00:00+00:00,XBTUSD,763.7,772.06,760.45,771.9,1963,3177048,765.5385,12800,415008341465,4150.083414650003,3177048.0
437,2016-12-06 00:00:00+00:00,XBTUSD,771.9,772.06,740.0,750.46,3768,7726126,752.961,1460,1026105273560,10261.052735599987,7726126.0
438,2016-12-07 00:00:00+00:00,XBTUSD,750.46,759.31,749.32,758.01,1907,3472910,754.5689,580,460252280927,4602.522809269995,3472910.0
439,2016-12-08 00:00:00+00:00,XBTUSD,758.01,768.96,751.0,762.96,2080,3837061,760.5546,20,504511991813,5045.119918130009,3837061.0
440,2016-12-09 00:00:00+00:00,XBTUSD,762.96,772.45,760.38,765.01,1698,3172780,767.4185,290,413436248806,4134.362488059992,3172780.0
441,2016-12-10 00:00:00+00:00,XBTUSD,765.01,773.36,764.83,769.81,1153,2559790,769.2781,5000,332752916324,3327.5291632400063,2559790.0
442,2016-12-11 00:00:00+00:00,XBTUSD,769.81,777.73,769.75,773.14,1323,2521198,774.1496,2000,325674287560,3256.7428756000004,2521198.0
443,2016-12-12 00:00:00+00:00,XBTUSD,773.14,773.15,761.4,768.97,1947,3710679,765.8844,1,484497365461,4844.973654610006,3710679.0
444,2016-12-13 00:00:00+00:00,XBTUSD,768.97,783.0,768.55,779.11,2364,4146102,777.1276,13,533517507196,5335.175071960001,4146102.0
445,2016-12-14 00:00:00+00:00,XBTUSD,779.11,792.1,761.25,772.3,2722,6427160,778.5252,571,825561907637,8255.619076370001,6427160.0
446,2016-12-15 00:00:00+00:00,XBTUSD,772.3,779.8,766.99,777.39,1331,3048757,774.7734,10,393505710023,3935.0571002300026,3048757.0
447,2016-12-16 00:00:00+00:00,XBTUSD,777.39,779.0,774.98,776.69,792,2180513,777.2001,3545,280561072198,2805.61072198,2180513.0
448,2016-12-17 00:00:00+00:00,XBTUSD,776.69,784.0,772.8,780.3,2329,4656446,778.8041,13000,597900039124,5979.000391239993,4656446.0
449,2016-12-18 00:00:00+00:00,XBTUSD,780.3,792.73,779.3,788.85,1435,3892630,787.4078,3000,494363943907,4943.639439069996,3892630.0
450,2016-12-19 00:00:00+00:00,XBTUSD,788.85,791.96,782.66,788.74,1322,4063920,787.8172,1250,515846104107,5158.461041070001,4063920.0
451,2016-12-20 00:00:00+00:00,XBTUSD,788.74,792.46,787.68,790.04,919,1931101,789.9393,9990,244462764892,2444.62764892,1931101.0
452,2016-12-21 00:00:00+00:00,XBTUSD,790.04,807.43,788.11,800.72,2529,6143988,795.469,1490,772376236449,7723.76236448999,6143988.0
453,2016-12-22 00:00:00+00:00,XBTUSD,800.72,839.0,797.5,836.11,5569,12386810,817.9691,3000,1514347374067,15143.473740670004,12386810.0
454,2016-12-23 00:00:00+00:00,XBTUSD,836.11,877.36,830.63,860.11,6582,16429663,856.854,2781,1917455154236,19174.551542360055,16429663.0
455,2016-12-24 00:00:00+00:00,XBTUSD,860.11,943.76,859.58,924.71,11061,36854308,901.697,2000,4087246543727,40872.46543726983,36854308.0
456,2016-12-25 00:00:00+00:00,XBTUSD,924.71,927.18,880.0,895.02,5302,18458431,902.0549,200,2046269244995,20462.692449950093,18458431.0
457,2016-12-26 00:00:00+00:00,XBTUSD,895.02,897.49,861.2,892.55,4524,16050086,875.3272,130,1833619138150,18336.1913815,16050086.0
458,2016-12-27 00:00:00+00:00,XBTUSD,892.55,916.0,889.38,903.95,4363,11954738,904.7317,1,1321363259001,13213.632590010018,11954738.0
459,2016-12-28 00:00:00+00:00,XBTUSD,903.95,946.76,898.84,933.98,6227,19463552,928.4017,4000,2096465893185,20964.65893184994,19463552.0
460,2016-12-29 00:00:00+00:00,XBTUSD,933.98,978.0,932.26,975.05,9218,30477206,957.8085,3000,3181987014283,31819.87014282986,30477206.0
461,2016-12-30 00:00:00+00:00,XBTUSD,975.05,980.0,941.72,973.23,5737,20133032,964.1435,7084,2088191156776,20881.911567760108,20133032.0
462,2016-12-31 00:00:00+00:00,XBTUSD,973.23,971.8,924.93,957.57,5901,17415803,950.2632,30,1832745741626,18327.457416260007,17415803.0
463,2017-01-01 00:00:00+00:00,XBTUSD,957.57,968.39,940.0,968.29,3334,12869720,955.484,5673,1346934477198,13469.344771980019,12869720.0
464,2017-01-02 00:00:00+00:00,XBTUSD,968.29,1009.87,960.9,1001.15,6104,20292354,989.8932,2998,2049957405616,20499.57405615995,20292354.0
465,2017-01-03 00:00:00+00:00,XBTUSD,1001.15,1035.0,996.54,1022.76,9717,37013221,1016.9112,13997,3639787386802,36397.87386802003,37013221.0
466,2017-01-04 00:00:00+00:00,XBTUSD,1022.76,1040.66,1003.0,1036.9,5708,21522604,1025.6095,5562,2098535721258,20985.357212579973,21522604.0
467,2017-01-05 00:00:00+00:00,XBTUSD,1036.9,1177.9,1036.49,1152.0,15978,59945268,1105.1067,20000,5424427507576,54244.27507575978,59945268.0
468,2017-01-06 00:00:00+00:00,XBTUSD,1152.0,1180.45,876.08,1005.33,22150,93256039,1019.3472,20000,9148668094643,91486.68094642965,93256039.0
469,2017-01-07 00:00:00+00:00,XBTUSD,1005.33,1029.24,841.75,895.85,15400,54631519,919.7094,10721,5940128953417,59401.289534169766,54631519.0
470,2017-01-08 00:00:00+00:00,XBTUSD,895.85,912.72,805.03,908.22,13892,34472340,861.4748,1800,4001556470257,40015.56470257022,34472340.0
471,2017-01-09 00:00:00+00:00,XBTUSD,908.22,939.33,877.58,909.25,11676,25132654,911.9594,4000,2755910237707,27559.102377069885,25132654.0
472,2017-01-10 00:00:00+00:00,XBTUSD,909.25,911.04,860.21,895.46,6929,17125191,889.4265,908,1925421325298,19254.21325298,17125191.0
473,2017-01-11 00:00:00+00:00,XBTUSD,895.46,916.99,893.38,904.0,4342,10754420,905.2231,5000,1188048223482,11880.48223482001,10754420.0
474,2017-01-12 00:00:00+00:00,XBTUSD,904.0,918.9,725.44,764.2,16439,40654731,807.7218,1500,5033291332541,50332.91332540975,40654731.0
475,2017-01-13 00:00:00+00:00,XBTUSD,764.2,819.87,724.0,789.37,9978,21958396,771.7538,4,2845280761726,28452.80761725992,21958396.0
476,2017-01-14 00:00:00+00:00,XBTUSD,789.37,831.11,752.91,822.3,6123,16685784,800.9098,4000,2083355057633,20833.55057632993,16685784.0
477,2017-01-15 00:00:00+00:00,XBTUSD,822.3,836.1,796.07,808.9,5245,12374030,820.3244,150,1508437556093,15084.37556092997,12374030.0
478,2017-01-16 00:00:00+00:00,XBTUSD,808.9,819.0,800.86,816.54,3599,7907074,810.7341,1800,975305227205,9753.052272050012,7907074.0
479,2017-01-17 00:00:00+00:00,XBTUSD,816.54,834.99,811.56,824.03,4243,9586760,824.5111,80,1162729827787,11627.298277869997,9586760.0
480,2017-01-18 00:00:00+00:00,XBTUSD,824.03,912.63,822.98,903.71,10687,21292139,876.1708,1,2430140023347,24301.400233470053,21292139.0
481,2017-01-19 00:00:00+00:00,XBTUSD,903.71,915.0,830.0,880.0,9722,20864102,872.0981,14690,2392422245212,23924.22245211997,20864102.0
482,2017-01-20 00:00:00+00:00,XBTUSD,880.0,905.6,874.16,893.0,7029,13326281,890.0677,9725,1497224904158,14972.249041579942,13326281.0
483,2017-01-21 00:00:00+00:00,XBTUSD,893.0,897.46,877.1,890.59,4347,9021036,889.2841,870,1014416809049,10144.168090490024,9021036.0
484,2017-01-22 00:00:00+00:00,XBTUSD,890.59,928.0,888.05,917.4,5070,10845428,914.7457,2210,1185624326997,11856.243269969982,10845428.0
485,2017-01-23 00:00:00+00:00,XBTUSD,917.4,935.56,878.55,921.54,8019,17679151,911.2614,900,1940089148148,19400.891481480056,17679151.0
486,2017-01-24 00:00:00+00:00,XBTUSD,921.54,928.0,905.63,910.22,4337,9519013,918.3158,100,1036576284148,10365.762841479986,9519013.0
487,2017-01-25 00:00:00+00:00,XBTUSD,910.22,927.54,878.47,883.18,7897,17176581,899.1997,7,1910219521957,19102.195219569905,17176581.0
488,2017-01-26 00:00:00+00:00,XBTUSD,883.18,903.06,882.5,894.19,3840,8284461,892.7455,629,927981298364,9279.812983640004,8284461.0
489,2017-01-27 00:00:00+00:00,XBTUSD,894.19,918.04,892.24,913.26,4485,6868194,906.0023,4771,758077198915,7580.771989149994,6868194.0
490,2017-01-28 00:00:00+00:00,XBTUSD,913.26,921.3,904.0,915.7,8148,11963721,912.6502,400,1310886339333,13108.863393330024,11963721.0
491,2017-01-29 00:00:00+00:00,XBTUSD,915.7,921.0,915.19,917.9,1980,2826407,917.9786,1544,307896897062,3078.968970620002,2826407.0
492,2017-01-30 00:00:00+00:00,XBTUSD,917.9,920.02,911.04,912.71,1788,2692282,915.8348,100,293972067976,2939.7206797599974,2692282.0
493,2017-01-31 00:00:00+00:00,XBTUSD,912.71,920.3,910.01,916.26,1936,2969419,915.6838,696,324286702340,3242.867023400006,2969419.0
494,2017-02-01 00:00:00+00:00,XBTUSD,916.26,973.95,916.36,969.15,8657,14230533,949.9383,4500,1498054740718,14980.547407179927,14230533.0
495,2017-02-02 00:00:00+00:00,XBTUSD,969.15,989.0,960.92,985.3,7072,9316705,973.0371,4,957487288048,9574.872880480016,9316705.0
496,2017-02-03 00:00:00+00:00,XBTUSD,985.3,1014.84,968.89,1008.0,11861,18804912,994.8071,3948,1890319680402,18903.196804020114,18804912.0
497,2017-02-04 00:00:00+00:00,XBTUSD,1008.0,1027.01,985.75,1017.73,12734,22318525,1010.5195,400,2208640222538,22086.40222538004,22318525.0
498,2017-02-05 00:00:00+00:00,XBTUSD,1017.73,1046.67,1003.0,1035.09,11110,24541017,1023.3006,124,2398225818961,23982.25818960993,24541017.0
499,2017-02-06 00:00:00+00:00,XBTUSD,1035.09,1037.38,1005.43,1014.83,9186,20312523,1019.5759,77,1992267506402,19922.675064019935,20312523.0
500,2017-02-07 00:00:00+00:00,XBTUSD,1014.83,1033.0,1012.75,1025.0,5786,7211615,1024.3383,2222,704027478807,7040.274788069963,7211615.0
501,2017-02-08 00:00:00+00:00,XBTUSD,1025.0,1057.52,1024.72,1054.37,10298,15270248,1044.6046,155,1461835229110,14618.35229110005,15270248.0
502,2017-02-09 00:00:00+00:00,XBTUSD,1054.37,1072.78,994.8,1052.62,15817,35838124,1045.8829,958,3426612460034,34266.12460033986,35838124.0
503,2017-02-10 00:00:00+00:00,XBTUSD,1052.62,1081.05,927.72,984.02,27550,58932811,1000.3101,500,5891466298894,58914.66298893926,58932811.0
504,2017-02-11 00:00:00+00:00,XBTUSD,984.02,1003.0,934.5,988.11,17754,30153996,970.9209,86,3105725522721,31057.25522720979,30153996.0
505,2017-02-12 00:00:00+00:00,XBTUSD,988.11,1010.95,978.01,1003.0,8465,15308914,999.1308,2947,1532236546957,15322.365469570006,15308914.0
506,2017-02-13 00:00:00+00:00,XBTUSD,1003.0,1006.53,992.23,995.09,4926,6852679,998.1136,263,686568414238,6865.684142380011,6852679.0
507,2017-02-14 00:00:00+00:00,XBTUSD,995.09,1002.97,956.13,990.95,8175,15705639,982.1832,100,1599063709937,15990.63709937001,15705639.0
508,2017-02-15 00:00:00+00:00,XBTUSD,990.95,1021.79,975.0,1008.5,8832,16691893,1002.7576,1,1664603606730,16646.036067299945,16691893.0
509,2017-02-16 00:00:00+00:00,XBTUSD,1008.5,1012.0,994.01,1006.7,4606,5840460,1003.5929,88,581957011235,5819.57011234999,5840460.0
510,2017-02-17 00:00:00+00:00,XBTUSD,1006.7,1044.48,1006.51,1035.65,9893,16624041,1027.8549,19418,1617365688079,16173.65688079008,16624041.0
511,2017-02-18 00:00:00+00:00,XBTUSD,1035.65,1057.5,1026.3,1050.1,12104,21722362,1044.2883,4500,2080126662000,20801.266620000068,21722362.0
0,2017-02-19 00:00:00+00:00,XBTUSD,1050.1,1067.86,1022.05,1056.02,9337,19298680,1055.2865,100,1828763663977,18287.636639770048,19298680.0
1,2017-02-20 00:00:00+00:00,XBTUSD,1056.02,1058.16,1037.59,1050.44,6715,12108730,1049.3069,1000,1153981962863,11539.819628629992,12108730.0
2,2017-02-21 00:00:00+00:00,XBTUSD,1050.44,1094.7,1042.0,1085.07,8953,16509215,1066.5302,437,1547948623203,15479.48623203002,16509215.0
3,2017-02-22 00:00:00+00:00,XBTUSD,1085.07,1127.8,1068.21,1123.18,21631,41743050,1101.5157,100,3789641611541,37896.41611540998,41743050.0
4,2017-02-23 00:00:00+00:00,XBTUSD,1123.18,1128.9,1100.0,1114.27,17436,31854380,1115.5236,24,2855561981385,28555.61981384979,31854380.0
5,2017-02-24 00:00:00+00:00,XBTUSD,1114.27,1193.23,1110.39,1183.55,27561,46622434,1153.6287,6486,4041391347426,40413.91347426031,46622434.0
6,2017-02-25 00:00:00+00:00,XBTUSD,1183.55,1220.16,1030.0,1172.42,31557,77794209,1168.5519,1000,6657353190717,66573.53190716967,77794209.0
7,2017-02-26 00:00:00+00:00,XBTUSD,1172.42,1183.33,1125.0,1151.03,12658,27949897,1152.1799,13450,2425849183216,24258.49183216014,27949897.0
8,2017-02-27 00:00:00+00:00,XBTUSD,1151.03,1185.01,1130.58,1177.0,10150,21172640,1161.5751,17021,1822755623295,18227.556232950083,21172640.0
9,2017-02-28 00:00:00+00:00,XBTUSD,1177.0,1197.99,1165.95,1194.87,12218,21803886,1184.6797,198,1840507883878,18405.07883877991,21803886.0
10,2017-03-01 00:00:00+00:00,XBTUSD,1194.87,1212.66,1152.27,1187.31,15140,31384856,1191.3413,15,2634444123351,26344.441233509922,31384856.0
11,2017-03-02 00:00:00+00:00,XBTUSD,1187.31,1234.19,1182.4,1234.19,11878,25069015,1212.4592,100,2067642057804,20676.4205780399,25069015.0
12,2017-03-03 00:00:00+00:00,XBTUSD,1234.19,1279.0,1200.0,1257.65,16218,41418642,1245.392,59,3325787215062,33257.87215062009,41418642.0
